timestamp,date,open,high,low,close,volume
1766721600000,2025-12-26T04:00:00.000Z,88844.88,89153.17,88516.73,88969.24,561.2344
1766725200000,2025-12-26T05:00:00.000Z,88969.24,89045.71,88828.06,88996.58,281.22768
1766728800000,2025-12-26T06:00:00.000Z,88996.58,89250,88996.58,89124.24,512.77497
1766732400000,2025-12-26T07:00:00.000Z,89124.24,89567.75,88347.45,88470.75,1799.23903
1766736000000,2025-12-26T08:00:00.000Z,88470.75,88886,88414.81,88742.28,449.86032
1766739600000,2025-12-26T09:00:00.000Z,88742.28,88918.59,88649.63,88811.76,363.34862
1766743200000,2025-12-26T10:00:00.000Z,88811.77,88882.01,88680,88748.34,245.05773
1766746800000,2025-12-26T11:00:00.000Z,88748.35,88754.69,88532,88533.42,192.05882
1766750400000,2025-12-26T12:00:00.000Z,88533.43,88761.45,88533.42,88678.9,338.36189
1766754000000,2025-12-26T13:00:00.000Z,88678.89,89050,88618.14,88992.88,360.81787
1766757600000,2025-12-26T14:00:00.000Z,88992.88,89049.88,87345.88,87380.43,1728.76389
1766761200000,2025-12-26T15:00:00.000Z,87380.44,87381,86655.08,87137.81,3504.43069
1766764800000,2025-12-26T16:00:00.000Z,87137.81,87380,86850.38,86855.82,711.31648
1766768400000,2025-12-26T17:00:00.000Z,86855.83,87463.77,86818.18,87331.91,460.45969
1766772000000,2025-12-26T18:00:00.000Z,87331.91,87380,87117.11,87277.77,386.97537
1766775600000,2025-12-26T19:00:00.000Z,87277.78,87580.29,87246,87501.83,382.01197
1766779200000,2025-12-26T20:00:00.000Z,87501.83,87792.7,87399.71,87585.77,275.036
1766782800000,2025-12-26T21:00:00.000Z,87585.76,87697.81,87460.57,87470.59,309.65661
1766786400000,2025-12-26T22:00:00.000Z,87470.59,87592.67,87321.4,87550,304.7143
1766790000000,2025-12-26T23:00:00.000Z,87549.99,87550.09,87331.85,87369.56,212.64294
1766793600000,2025-12-27T00:00:00.000Z,87369.56,87414.26,87253.05,87401.07,201.59724
1766797200000,2025-12-27T01:00:00.000Z,87401.08,87492.66,87333,87475.03,129.68193
1766800800000,2025-12-27T02:00:00.000Z,87475.03,87492.66,87392.64,87446.02,170.0172
1766804400000,2025-12-27T03:00:00.000Z,87446.01,87532,87386.97,87514.22,174.05379
1766808000000,2025-12-27T04:00:00.000Z,87514.23,87516.84,87463.32,87470.19,106.03892
1766811600000,2025-12-27T05:00:00.000Z,87470.19,87512.8,87446.19,87506,107.21243
1766815200000,2025-12-27T06:00:00.000Z,87506.01,87566,87417.93,87469.02,148.91554
