timestamp,date,open,high,low,close,volume
1769749800000,2026-01-30T05:10:00.000Z,83009.53,83017.87,82903.23,82971.99,37.84468
1769750100000,2026-01-30T05:15:00.000Z,82971.99,83044.63,82928.81,82971.83,33.94165
1769750400000,2026-01-30T05:20:00.000Z,82971.83,83093.49,82971.83,83015.57,46.92601
1769750700000,2026-01-30T05:25:00.000Z,83015.58,83329.36,83015.57,83259.54,168.57491
1769751000000,2026-01-30T05:30:00.000Z,83259.54,83311.65,83233.12,83241.63,66.71632
1769751300000,2026-01-30T05:35:00.000Z,83241.62,83241.63,83145.69,83148.4,53.63451
1769751600000,2026-01-30T05:40:00.000Z,83148.4,83148.41,83107.41,83108.37,78.0643
1769751900000,2026-01-30T05:45:00.000Z,83108.36,83108.37,83027.62,83044.68,96.09234
1769752200000,2026-01-30T05:50:00.000Z,83044.68,83145,83001,83093.92,79.14436
1769752500000,2026-01-30T05:55:00.000Z,83093.92,83093.92,82910,82914.19,75.72378
1769752800000,2026-01-30T06:00:00.000Z,82914.2,82919.21,82833.34,82887.72,111.05139
1769753100000,2026-01-30T06:05:00.000Z,82887.72,82902.53,82768.47,82890.96,236.33811
1769753400000,2026-01-30T06:10:00.000Z,82890.97,82890.97,82764.95,82792.9,58.24585
1769753700000,2026-01-30T06:15:00.000Z,82792.91,82798.23,82677.2,82686.51,57.10268
1769754000000,2026-01-30T06:20:00.000Z,82686.5,82726.86,82567.77,82587.13,127.83173
1769754300000,2026-01-30T06:25:00.000Z,82587.13,82663.37,82376.47,82410.54,96.37026
1769754600000,2026-01-30T06:30:00.000Z,82410.53,82494.5,82360,82476.95,120.86989
1769754900000,2026-01-30T06:35:00.000Z,82476.94,82476.95,82323.78,82369.11,64.96011
1769755200000,2026-01-30T06:40:00.000Z,82369.1,82369.1,82161.12,82161.57,79.78011
1769755500000,2026-01-30T06:45:00.000Z,82161.57,82383.39,82056.08,82375.93,95.72301
1769755800000,2026-01-30T06:50:00.000Z,82375.93,82634.45,82362.59,82634.44,74.79547
1769756100000,2026-01-30T06:55:00.000Z,82634.45,82682,82485.68,82602.81,76.30163
1769756400000,2026-01-30T07:00:00.000Z,82602.81,82719.8,82602.8,82688.46,53.83801
1769756700000,2026-01-30T07:05:00.000Z,82688.45,82792.67,82624.55,82792.67,79.3962
1769757000000,2026-01-30T07:10:00.000Z,82792.67,83100,82756.26,82946.04,143.39219
1769757300000,2026-01-30T07:15:00.000Z,82946.04,83010.75,82862.52,82885.49,94.64068
1769757600000,2026-01-30T07:20:00.000Z,82885.49,82885.5,82783.32,82783.33,53.28453
1769757900000,2026-01-30T07:25:00.000Z,82783.32,82794.57,82669.62,82669.63,62.96159
1769758200000,2026-01-30T07:30:00.000Z,82669.63,82728.28,82494.4,82698.66,198.58544
1769758500000,2026-01-30T07:35:00.000Z,82698.66,82738.61,82564,82584.89,203.19551
1769758800000,2026-01-30T07:40:00.000Z,82584.89,82623.93,82483.27,82567.29,150.01169
1769759100000,2026-01-30T07:45:00.000Z,82567.3,82702.36,82550.53,82682.36,160.38391
1769759400000,2026-01-30T07:50:00.000Z,82682.36,82907.96,82682.36,82894.74,223.08023
1769759700000,2026-01-30T07:55:00.000Z,82894.75,82958.71,82809.5,82816.98,201.69254
1769760000000,2026-01-30T08:00:00.000Z,82816.98,82830.92,82602.53,82783.96,95.8704
1769760300000,2026-01-30T08:05:00.000Z,82783.96,82813.99,82638.54,82703.94,104.19096
1769760600000,2026-01-30T08:10:00.000Z,82703.95,82904.91,82690.34,82904.9,137.83574
1769760900000,2026-01-30T08:15:00.000Z,82904.91,82995.41,82777.8,82875.53,144.64071
1769761200000,2026-01-30T08:20:00.000Z,82875.53,82950,82800,82819.7,73.99826
1769761500000,2026-01-30T08:25:00.000Z,82819.71,82852.34,82699.99,82700,46.7958
1769761800000,2026-01-30T08:30:00.000Z,82700,82700,82500,82519.89,104.75079
1769762100000,2026-01-30T08:35:00.000Z,82519.89,82602.9,82438.8,82556.59,66.20569
1769762400000,2026-01-30T08:40:00.000Z,82556.59,82595.27,82500,82595.27,49.14199
1769762700000,2026-01-30T08:45:00.000Z,82595.27,82684.94,82559.79,82673.1,46.19552
1769763000000,2026-01-30T08:50:00.000Z,82673.1,82673.11,82494.4,82639.49,54.67051
1769763300000,2026-01-30T08:55:00.000Z,82639.48,82673.86,82586.5,82671.7,35.44604
1769763600000,2026-01-30T09:00:00.000Z,82671.7,82834.19,82671.7,82753,48.21476
1769763900000,2026-01-30T09:05:00.000Z,82753.01,82812.49,82700,82700,32.52661
1769764200000,2026-01-30T09:10:00.000Z,82700.01,82703.5,82603.81,82642.46,78.14869
1769764500000,2026-01-30T09:15:00.000Z,82642.45,82661.87,82467.34,82561.95,154.21001
1769764800000,2026-01-30T09:20:00.000Z,82561.96,82642.92,82480.2,82536.24,62.93849
1769765100000,2026-01-30T09:25:00.000Z,82536.24,82536.25,82216.27,82410.93,197.38696
1769765400000,2026-01-30T09:30:00.000Z,82410.92,82571.21,82410.92,82545.54,60.99208
